sexo,edad,lengua_materna,identificacion_etnic,nacionalidad_indigena,provincia_labora,canton_labora,jurisdiccion_labora,Fecha registro,RMU,Modalidad laboral,Estado,Carrera,Título,Nivel
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,07/26/2014,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION INICIAL - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,38,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,51,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,32,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,0,Sin título
MUJER,36,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,08/30/2011,986,NOMBRAMIENTO,ACTIVO,EIB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,34,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,GONZALO PIZARRO,HISPANO,08/29/2015,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,34,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,03/21/2024,675,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,34,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,34,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,30,SECOYA O PAICOCA,INDIGENA,SECOYA,SUCUMBÍOS,CUYABENO,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,37,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,35,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,35,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,33,"INGLES, KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,EL CHACO,HISPANO,06/09/2023,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,INGENIERO EN INFORMATICA,Tercer Nivel Grado
MUJER,37,KICHWA,INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,07/30/2013,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA DE SEGUNDO A SEPTIMO AÑO - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,33,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ZAMORA CHINCHIPE,YACUAMBI,BILINGUE,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,0,Sin título
MUJER,39,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
MUJER,37,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,34,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
MUJER,54,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,03/22/2011,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,44,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,EL CHACO,HISPANO,0,527,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,0,Sin título
MUJER,47,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,HISPANO,01/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,PROFESOR DE EDUCACION PRIMARIA-NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,33,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/28/2015,986,NOMBRAMIENTO,ACTIVO,EB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE- NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,46,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,07/29/2015,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION INICIAL Y PRIMERO DE EDUCACION BASICA DE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,33,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,07/30/2013,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA DE SEGUNDO A SEPTIMO AÑO - NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,35,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,44,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,40,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,LOGROÑO,BILINGUE,03/21/2024,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,34,ESPAÑOL,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,HISPANO,03/21/2024,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,49,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,LIMÓN INDANZA,BILINGUE,03/21/2024,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,35,"PORTUGUES, KICHWA",INDIGENA,KICHWA,ORELLANA,AGUARICO,HISPANO,0,675,CONTRATOS OCASIONALES,ACTIVO,EB,0,Sin título
MUJER,29,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,35,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,0,-,-,-,EB,0,Sin título
HOMBRE,43,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,38,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,34,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,ARCHIDONA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,52,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,51,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,SUCÚA,BILINGUE,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,33,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,12/22/2022,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,10/01/2012,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA DE SEGUNDO A SEPTIMO AÑO NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,55,KICHWA,INDIGENA,KICHWA,PASTAZA,ARAJUNO,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,47,"ESPAÑOL, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,LIMÓN INDANZA,HISPANO,12/22/2022,-,-,-,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,38,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,12/22/2022,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,40,SHUAR CHICHAM,INDIGENA,SHUAR,ORELLANA,ORELLANA,BILINGUE,12/22/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,38,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,PASTAZA,PASTAZA,HISPANO,08/02/2011,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION BASICA DE SEGUNDO A SEPTIMO AÑO NIVEL TECNOLOGICO SUPERIOR,Tercer Nivel Técnico o Tecnólogo
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,50,ACHUAR,INDIGENA,ACHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,01/21/2010,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL - TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,46,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,32,KICHWA,MESTIZO,KICHWA,SUCUMBÍOS,CUYABENO,BILINGUE,04/18/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,37,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TIWINTZA,BILINGUE,09/08/2011,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,34,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,PUTUMAYO,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,36,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,12/19/2023,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN TECNOLOGIA E INNOVACION EDUCATIVA,Cuarto Nivel
HOMBRE,36,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,33,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,41,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,BILINGUE,03/26/2023,1212,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN EDUCACION BASICA,Cuarto Nivel
HOMBRE,40,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,52,KICHWA,MESTIZO,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,55,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,45,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,RIOBAMBA,BILINGUE,11/19/2021,1086,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,42,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,HISPANO,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,56,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,41,KICHWA,INDIGENA,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,PABLO SEXTO,BILINGUE,11/19/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,HISPANO,11/19/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,42,KICHWA,MESTIZO,KICHWA,CHIMBORAZO,GUAMOTE,BILINGUE,11/19/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,44,KICHWA,MESTIZO,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,04/18/2022,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,39,KICHWA,INDIGENA,KICHWA,NAPO,TENA,BILINGUE,11/14/2011,817,CONTRATOS OCASIONALES,ACTIVO,EIB,PROFESOR DE EDUCACION BASICA INTERCULTURAL BILINGÜE NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,40,KICHWA,INDIGENA,KICHWA,NAPO,TENA,HISPANO,02/14/2011,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION PRIMARIA NIVEL TECNOLOGICO,Tercer Nivel Técnico o Tecnólogo
MUJER,52,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,NAPO,TENA,HISPANO,08/27/2015,817,CONTRATOS OCASIONALES,ACTIVO,EB,PROFESOR DE EDUCACION INFANTIL COMUNITARIA- TECNOLOGO,Tercer Nivel Técnico o Tecnólogo
HOMBRE,45,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,TAISHA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,41,KICHWA,INDIGENA,KICHWA,PASTAZA,PASTAZA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
MUJER,35,KICHWA,INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,0,675,CONTRATOS OCASIONALES,ACTIVO,EIB,0,Sin título
HOMBRE,58,SHUAR CHICHAM,INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,09/09/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,44,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,HISPANO,04/18/2022,-,-,-,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,46,SHUAR CHICHAM,INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,HISPANO,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
MUJER,40,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,BILINGUE,01/23/2021,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,40,"KICHWA, SHUAR CHICHAM",INDIGENA,SHUAR,SUCUMBÍOS,SHUSHUFINDI,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,CHIMBORAZO,ALAUSI,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,45,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,KICHWA,INDIGENA,KICHWA,ORELLANA,LA JOYA DE LOS SACHAS,BILINGUE,08/25/2022,817,NOMBRAMIENTO,NOMBRAMIENTO PROVISIONAL,EIB,MAGISTER EN TECNOLOGIA E INNOVACION EDUCATIVA,Cuarto Nivel
HOMBRE,46,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,42,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,ORELLANA,ORELLANA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,54,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,CUENCA,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,37,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,AZUAY,NABÓN,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,47,KICHWA,INDIGENA,KICHWA,ORELLANA,LORETO,BILINGUE,01/23/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,49,"KICHWA, SHUAR CHICHAM",INDIGENA,SHUAR,MORONA SANTIAGO,MORONA,BILINGUE,01/23/2021,986,NOMBRAMIENTO,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
HOMBRE,43,"KICHWA, ESPAÑOL",INDIGENA,KICHWA,SUCUMBÍOS,CASCALES,BILINGUE,02/16/2021,817,CONTRATOS OCASIONALES,ACTIVO,EIB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION INTERCULTURAL BILINGÜE,Tercer Nivel Grado
MUJER,45,KICHWA,INDIGENA,KICHWA,SUCUMBÍOS,LAGO AGRIO,HISPANO,02/15/2021,817,CONTRATOS OCASIONALES,ACTIVO,EB,LICENCIADO/A EN CIENCIAS DE LA EDUCACION BASICA,Tercer Nivel Grado
HOMBRE,36,KICHWA,INDIGENA,KICHWA,AZUAY,CUENCA,BILINGUE,08/25/2022,986,NOMBRAMIENTO,ACTIVO,EIB,MAGISTER EN TECNOLOGIA E INNOVACION EDUCATIVA,Cuarto Nivel
